epoch,train_loss,validation_loss,validation_mae_rpm,learning_rate,device
18,0.031652647682652156,0.0019213567468212365,60.18791198730469,0.001,cpu
19,0.0312376656134424,0.006951914405091785,108.24939727783203,0.001,cpu
20,0.031555308482662824,0.0032266160531240922,78.07525634765625,0.001,cpu
21,0.028427109475706085,0.010255164447762652,146.61727905273438,0.001,cpu
22,0.029412817422485017,0.014072838216062814,173.39662170410156,0.001,cpu
23,0.02948267526314183,0.0031944148634064184,76.18183898925781,0.001,cpu
24,0.02764083968569553,0.0037332639400924953,79.37010192871094,0.001,cpu
25,0.026601932471939652,0.002694901536855351,71.77503204345703,0.001,cpu
