validation_mae_rank,experiment_id,mae_rpm,rmse_rpm,r2,p95_absolute_error_rpm,selected_for_rpm
1,BASE-002,37.61796957067318,127.39218219411956,0.9941319064097932,186.7039825040736,True
2,CNN-001,60.18791198730469,76.35588191570444,0.997891902923584,145.32522583007812,False
3,CNN-003,62.7288818359375,83.5796804748693,0.9974741339683532,175.2093963623047,False
4,CNN-002,101.62303924560548,128.2417532070776,0.9940533638000488,243.5975646972656,False
