quantile,BASE-002,CNN-001,CNN_minus_BASE_RPM
0.25,2.827461413247079,21.131561279296875,18.304099866049796
0.5,7.327112177793424,52.08843994140625,44.761327763612826
0.75,18.40610265597195,88.35958862304688,69.95348596707493
0.9,79.94506593270589,124.55156249999997,44.60649656729409
0.95,186.70398250407342,145.32523193359376,-41.37875057047967
0.99,848.7264881070971,198.42844482421876,-650.2980432828783
